ProductID,UserID,Rating,Text,Clean_Text,Polarity of Feedback
767,AVqkIdntQMlgsOJE6fuB,5,"i'm rather busty up top and the medium fit well, a small probably would've fit better but it's still super adorable.","[""'m"", 'rather', 'busty', 'top', 'medium', 'fit', 'well', ',', 'small', 'probably', 'would', ""'ve"", 'fit', 'better', ""'s"", 'still', 'super', 'adorable', '.']",0.3404761904761905
1077,AVpfpK8KLJeJML43BCuD,3,This is a nice choice for holiday gatherings. i like that the length grazes the knee so it is conservative enough for office related gatherings.,"['This', 'nice', 'choice', 'holiday', 'gatherings', '.', 'like', 'length', 'grazes', 'knee', 'conservative', 'enough', 'office', 'related', 'gatherings', '.']",0.19999999999999998
1065,AVpfpK8KLJeJML43BCuD,4,"I took these out of the package and wanted them to fit so badly, but i could tell before i put them on that they wouldn't.","['I', 'took', 'package', 'wanted', 'fit', 'badly', ',', 'could', 'tell', 'put', 'would', ""n't"", '.']",-0.1499999999999999
1065,AVzvXXwEvKc47QAVfRhx,3,Material and color is nice. the leg opening is very large.,"['Material', 'color', 'nice', '.', 'leg', 'opening', 'large', '.']",0.40714285714285714
853,AVpf_4sUilAPnD_xlwYV,5,Took a chance on this blouse and so glad i did. i wasn't crazy about how the blouse is photographed on the model.,"['Took', 'chance', 'blouse', 'glad', '.', ""n't"", 'crazy', 'blouse', 'photographed', 'model', '.']",-0.04999999999999999
1120,AVpf_4sUilAPnD_xlwYV,5,"A flattering, super cozy coat. will work well for cold, dry days and will look good with jeans or a dressier outfit.","['A', 'flattering', ',', 'super', 'cozy', 'coat', '.', 'work', 'well', 'cold', ',', 'dry', 'days', 'look', 'good', 'jeans', 'dressier', 'outfit', '.']",0.033333333333333326
1077,AVqkIdntQMlgsOJE6fuB,5,"I love the look and feel of this tulle dress. i was looking for something different, but not over the top for new year's eve.","['I', 'love', 'look', 'feel', 'tulle', 'dress', '.', 'looking', 'something', 'different', ',', 'top', 'new', 'year', ""'s"", 'eve', '.']",0.28409090909090906
847,AVpfpK8KLJeJML43BCuD,2,"i'm small chested and the top of this dress is form fitting for a flattering look. once i steamed the tulle, it was perfect! i ordered an xsp. length was perfect too.","[""'m"", 'small', 'chested', 'top', 'dress', 'form', 'fitting', 'flattering', 'look', '.', 'steamed', 'tulle', ',', 'perfect', '!', 'ordered', 'xsp', '.', 'length', 'perfect', '.']",0.55
1080,AVpgdkC8ilAPnD_xsvyi,3,"The sweater is cute, but scratchy.","['The', 'sweater', 'cute', ',', 'scratchy', '.']",0.5
1077,AVpgdkC8ilAPnD_xsvyi,2,Unusual color. expensive even on sale.,"['Unusual', 'color', '.', 'expensive', 'even', 'sale', '.']",-0.15
1077,AVzvXXwEvKc47QAVfRhx,1,Very cheap looking material. looks cheap to cost $158.,"['Very', 'cheap', 'looking', 'material', '.', 'looks', 'cheap', 'cost', '$', '158', '.']",0.46
847,AVph0EeEilAPnD_x9myq,5,Warn and super soft. love it!,"['Warn', 'super', 'soft', '.', 'love', '!']",0.3527777777777778
697,AVqkIdntQMlgsOJE6fuB,2,The material is cheap and looks torn. not as nice as the picture.,"['The', 'material', 'cheap', 'looks', 'torn', '.', 'nice', 'picture', '.']",0.5
949,AVzvXXwEvKc47QAVfRhx,2,"Yes, this top runs large and it doesn't show your curves, but it's still really cute and fun to wear.","['Yes', ',', 'top', 'runs', 'large', ""n't"", 'show', 'curves', ',', ""'s"", 'still', 'really', 'cute', 'fun', 'wear', '.']",0.3785714285714286
1003,AVzvXXwEvKc47QAVfRhx,4,Love this shirt. it fits great and can be easily layered!,"['Love', 'shirt', '.', 'fits', 'great', 'easily', 'layered', '!']",0.6138888888888889
684,AVzvXXwEvKc47QAVfRhx,5,"The fabric is too sheer, also looks like sleepwear. just not my thing.","['The', 'fabric', 'sheer', ',', 'also', 'looks', 'like', 'sleepwear', '.', 'thing', '.']",0.0
444,AVpgdkC8ilAPnD_xsvyi,5,"The petites fit perfect!! these are so comfortable, i will get much us out of them!","['The', 'petites', 'fit', 'perfect', '!', '!', 'comfortable', ',', 'get', 'much', 'us', '!']",0.5125
1060,AV1YnR7wglJLPUi8IJmi,5,I'm on the fence about this one. it is pretty,"['I', ""'m"", 'fence', 'one', '.', 'pretty']",0.25
1060,AVzvXXwEvKc47QAVfRhx,5,"Very cute, and well made. fits true to size.","['Very', 'cute', ',', 'well', 'made', '.', 'fits', 'true', 'size', '.']",0.5
1060,AVqkEM34QMlgsOJE6e8q,5,"Very well made, wonderful fabric. fit perfectly everywhere but the bust.","['Very', 'well', 'made', ',', 'wonderful', 'fabric', '.', 'fit', 'perfectly', 'everywhere', 'bust', '.']",0.65
949,AVzvXXwEvKc47QAVfRhx,2,"The fabric is thin, though. you better wash it in a bag or the washing machine will tear it up!","['The', 'fabric', 'thin', ',', 'though', '.', 'better', 'wash', 'bag', 'washing', 'machine', 'tear', '!']",0.11249999999999999
697,AVpfIfGA1cnluZ0-emyp,1,The only negative about this dress was the placement of the stripe across your stomach,"['The', 'negative', 'dress', 'placement', 'stripe', 'across', 'stomach']",-0.3
1060,AVphLY7v1cnluZ0-_Ty0,4,"cozy, comfortable, stylish. love mine!","['cozy', ',', 'comfortable', ',', 'stylish', '.', 'love', 'mine', '!']",0.33125000000000004
1002,AVpf_4sUilAPnD_xlwYV,1,"Just in one wash the fabric got so loose, the pants look faded.","['Just', 'one', 'wash', 'fabric', 'got', 'loose', ',', 'pants', 'look', 'faded', '.']",-0.07692307692307693
949,AVzvXXwEvKc47QAVfRhx,1,Not worth for the money.,"['Not', 'worth', 'money', '.']",-0.15
684,AVpfpK8KLJeJML43BCuD,5,Super cute and comfy pull over. sizing is accurate. material has a little bit of stretch.,"['Super', 'cute', 'comfy', 'pull', '.', 'sizing', 'accurate', '.', 'material', 'little', 'bit', 'stretch', '.']",0.26145833333333335
862,AVzvXXwEvKc47QAVfRhx,5,Great casual top with flare. looks cute with grey pilcro stet jeans. flattering with peplum in back. nice cut for shoulders and neckline.,"['Great', 'casual', 'top', 'flare', '.', 'looks', 'cute', 'grey', 'pilcro', 'stet', 'jeans', '.', 'flattering', 'peplum', 'back', '.', 'nice', 'cut', 'shoulders', 'neckline', '.']",0.26428571428571423
862,AVzvXXwEvKc47QAVfRhx,4,"Pretty and unique. great with jeans or i have worn it to work with slacks and heels. the colors, print, and embroidery are lovely. reasonably priced!","['Pretty', 'unique', '.', 'great', 'jeans', 'worn', 'work', 'slacks', 'heels', '.', 'colors', ',', 'print', ',', 'embroidery', 'lovely', '.', 'reasonably', 'priced', '!']",0.43499999999999994
862,AVphLY7v1cnluZ0-_Ty0,2,This is a beautiful top. it's unique and not so ordinary. i bought my usual medium and i found that it fits tight across my chest.,"['This', 'beautiful', 'top', '.', ""'s"", 'unique', 'ordinary', '.', 'bought', 'usual', 'medium', 'found', 'fits', 'tight', 'across', 'chest', '.']",0.17440476190476192
910,AVphLY7v1cnluZ0-_Ty0,5,i love this look for fall and it can roll right into spring. great buy!!,"['love', 'look', 'fall', 'roll', 'right', 'spring', '.', 'great', 'buy', '!', '!']",0.5952380952380952
89,AVphLY7v1cnluZ0-_Ty0,4,"First, this is thermal ,so naturally i didn't expect super sheer, but it is. really sheer light fabric. i like it, but be prepared for considering who you might run into if you walk around the house in it","['First', ',', 'thermal', ',', 'naturally', ""n't"", 'expect', 'super', 'sheer', ',', '.', 'really', 'sheer', 'light', 'fabric', '.', 'like', ',', 'prepared', 'considering', 'might', 'run', 'walk', 'around', 'house']",0.18055555555555558
862,AVqkEM34QMlgsOJE6e8q,1,it's too bad the picture online has the model tucking it into the skirt because you can't see the ruching across the front.,"[""'s"", 'bad', 'picture', 'online', 'model', 'tucking', 'skirt', 'ca', ""n't"", 'see', 'ruching', 'across', 'front', '.']",-0.6999999999999998
862,AVpfIfGA1cnluZ0-emyp,2,Good not that great .No lining ..will get better one if u spend 50rs more in the local market or in the mall,"['Good', 'great', '.No', 'lining', '..', 'get', 'better', 'one', 'u', 'spend', '50rs', 'local', 'market', 'mall']",0.5
862,AVpfIfGA1cnluZ0-emyp,5,I love this top. i wear it all the time. the problem is that you can tell i wear it all the time as the fabric has started to fade. i'd still recommend it as it is so comfortable.,"['I', 'love', 'top', '.', 'wear', 'time', '.', 'problem', 'tell', 'wear', 'time', 'fabric', 'started', 'fade', '.', ""'d"", 'still', 'recommend', 'comfortable', '.']",0.4666666666666666
823,AVpfpK8KLJeJML43BCuD,5,"Very comfortable, material is good, cut out on sleeves flattering","['Very', 'comfortable', ',', 'material', 'good', ',', 'cut', 'sleeves', 'flattering']",0.61
910,AVpfIfGA1cnluZ0-emyp,5,"This sweater is perfect for fall...it's roomy, warm, super comfy and the color really pops.","['This', 'sweater', 'perfect', 'fall', '...', ""'s"", 'roomy', ',', 'warm', ',', 'super', 'comfy', 'color', 'really', 'pops', '.']",0.5333333333333333
862,AVpfpK8KLJeJML43BCuD,5,Really cute top! the embroidery on the collar & bib of this top is beautiful and unique.,"['Really', 'cute', 'top', '!', 'embroidery', 'collar', '&', 'bib', 'top', 'beautiful', 'unique', '.']",0.5700000000000001
6969,B00BV5FHKG,3,milk got spoiled when we boiled it. not upto the mark.,"['milk', 'got', 'spoiled', 'boiled', '.', 'upto', 'mark', '.']",0.0
9696,B00BV5FHKG,5,Very convenient to store. One does't need to buy every day & assured quality. Curd is fantastic. I store 10ltrs & forget for 15 days.,"['Very', 'convenient', 'store', '.', 'One', ""does't"", 'need', 'buy', 'every', 'day', '&', 'assured', 'quality', '.', 'Curd', 'fantastic', '.', 'I', 'store', '10ltrs', '&', 'forget', '15', 'days', '.']",0.30000000000000004
9696,B00BV5FHKG,1,I got the expired pack..,"['I', 'got', 'expired', 'pack', '..']",0.0
9696,B00BV5FHKG,5,"Tastes like normal pouch bag milk. Feels no difference unlike other brands which though taste good, sometimes are a lot thicker to seem real milk.","['Tastes', 'like', 'normal', 'pouch', 'bag', 'milk', '.', 'Feels', 'difference', 'unlike', 'brands', 'though', 'taste', 'good', ',', 'sometimes', 'lot', 'thicker', 'seem', 'real', 'milk', '.']",0.35000000000000003
9696,B00BV5FHKG,5,Got it for little less than ₹ 50Value for money in this price.,"['Got', 'little', 'less', '₹', '50Value', 'money', 'price', '.']",-0.17708333333333331
333,B00BV5FHKG,1,Never buy this.. giving duplicate product..its not original ghee rather mixture of oil and vanaspati..no aroma on cooking..taste too bad...and smells on heating,"['Never', 'buy', '..', 'giving', 'duplicate', 'product', '..', 'original', 'ghee', 'rather', 'mixture', 'oil', 'vanaspati', '..', 'aroma', 'cooking', '..', 'taste', 'bad', '...', 'smells', 'heating']",-0.16249999999999992
333,B00BV5FHKG,1,"I ordered for patangali 2 1 leter pouches,,but 1 is correct weight and another is less waight","['I', 'ordered', 'patangali', '2', '1', 'leter', 'pouches', ',', ',but', '1', 'correct', 'weight', 'another', 'less', 'waight']",-0.16666666666666666
333,B00BV5FHKG,3,I am not satisfied with the quality of Ghee. It doesn't have any smell and it's very iight.,"['I', 'satisfied', 'quality', 'Ghee', '.', 'It', ""n't"", 'smell', ""'s"", 'iight', '.']",0.5
333,B00BV5FHKG,1,This product is worst...They are using duplicate ghee in this parcel...They mixed many other things in ghee...I threw it outside...Hate this,"['This', 'product', 'worst', '...', 'They', 'using', 'duplicate', 'ghee', 'parcel', '...', 'They', 'mixed', 'many', 'things', 'ghee', '...', 'I', 'threw', 'outside', '...', 'Hate']",-0.26
444,B00BV5FHKG,1,Very bad. No smell at all.wasted my money.,"['Very', 'bad', '.', 'No', 'smell', 'all.wasted', 'money', '.']",-0.9099999999999998
444,B00BV5FHKG,3,"It's good, but to me while using it sometimes it cause faceburn(slightly). My skin is highly sensitive, may be its bcoz of that","['It', ""'s"", 'good', ',', 'using', 'sometimes', 'cause', 'faceburn', '(', 'slightly', ')', '.', 'My', 'skin', 'highly', 'sensitive', ',', 'may', 'bcoz']",0.2111111111111111
444,B00BV5FHKG,5,Very good product it softens skin and give glow good moisturizer too,"['Very', 'good', 'product', 'softens', 'skin', 'give', 'glow', 'good', 'moisturizer']",0.8049999999999999
8001,B00BV5FHKG,5,Nice herbal product.,"['Nice', 'herbal', 'product', '.']",0.6
8001,B00BV5FHKG,5,"It's is a perfect remedy of skin issues like rashes, pigmentation.","['It', ""'s"", 'perfect', 'remedy', 'skin', 'issues', 'like', 'rashes', ',', 'pigmentation', '.']",1.0
8001,B01CJUK8PU,1,"Well, Amul product is nice n trustworthy but only point is that this product was delivered to us when it was reaching about its expiry date","['Well', ',', 'Amul', 'product', 'nice', 'n', 'trustworthy', 'point', 'product', 'delivered', 'us', 'reaching', 'expiry', 'date']",0.6
369,AVph0EeEilAPnD_x9myq,3,"Amul panner was good, but found Nandini (KMF) panner was more goid/tasty","['Amul', 'panner', 'good', ',', 'found', 'Nandini', '(', 'KMF', ')', 'panner', 'goid/tasty']",0.7
369,AVqkEM34QMlgsOJE6e8q,1,"It is not good quality, it is very hard paneer","['It', 'good', 'quality', ',', 'hard', 'paneer']",0.20416666666666664
1095,AVph0EeEilAPnD_x9myq,5,"Amul all the way I don't think it needs a review the name speaks for itself.. And Amazon, as usual, was good and prompt in services","['Amul', 'way', 'I', ""n't"", 'think', 'needs', 'review', 'name', 'speaks', '..', 'And', 'Amazon', ',', 'usual', ',', 'good', 'prompt', 'services']",0.22499999999999998
1095,AVph0EeEilAPnD_x9myq,5,Delivered in cold box! Bravo.,"['Delivered', 'cold', 'box', '!', 'Bravo', '.']",-0.75
369,AVpfpK8KLJeJML43BCuD,4,"Taste is better than competitors. My kids love it more than Britannia , GO cheese and Milky mist.","['Taste', 'better', 'competitors', '.', 'My', 'kids', 'love', 'Britannia', ',', 'GO', 'cheese', 'Milky', 'mist', '.']",0.5
910,AVph0EeEilAPnD_x9myq,5,"Amul's famous slogan, and ofcourse my favourite too...""Utterly Butterly Delicious AMUL""","['Amul', ""'s"", 'famous', 'slogan', ',', 'ofcourse', 'favourite', '...', ""''"", 'Utterly', 'Butterly', 'Delicious', 'AMUL', ""''""]",0.5
9696,AVpfpK8KLJeJML43BCuD,4,Good quality. Rates should be 30% less.,"['Good', 'quality', '.', 'Rates', '30', '%', 'less', '.']",0.26666666666666666
858,AVph0EeEilAPnD_x9myq,5,Another amazing product from amul and amazing delivery by amazon now delivery team,"['Another', 'amazing', 'product', 'amul', 'amazing', 'delivery', 'amazon', 'delivery', 'team']",0.6000000000000001
910,AVph0EeEilAPnD_x9myq,5,Nice flavor and melts easily .. perfect slices for making pizza,"['Nice', 'flavor', 'melts', 'easily', '..', 'perfect', 'slices', 'making', 'pizza']",0.8
858,AVqkEM34QMlgsOJE6e8q,4,Okay product. Nothing special. Normal.,"['Okay', 'product', '.', 'Nothing', 'special', '.', 'Normal', '.']",0.3357142857142857
9696,AVph0EeEilAPnD_x9myq,4,Good for quick breakfast with bread,"['Good', 'quick', 'breakfast', 'bread']",0.5166666666666666
89,AVph0EeEilAPnD_x9myq,3,Leaves you hairs dry after wash. Compulsary to use conditioner.,"['Leaves', 'hairs', 'dry', 'wash.', 'Compulsary', 'use', 'conditioner', '.']",-0.06666666666666665
684,AVpfpK8KLJeJML43BCuD,5,Made in bharat and we r proud of it...no harmful chemicals and affordable price,"['Made', 'bharat', 'r', 'proud', '...', 'harmful', 'chemicals', 'affordable', 'price']",0.8
684,AVph0EeEilAPnD_x9myq,5,Superb shampoo so soft n delicate on hair. Been using for years,"['Superb', 'shampoo', 'soft', 'n', 'delicate', 'hair', '.', 'Been', 'using', 'years']",0.26666666666666666
89,AVpfpK8KLJeJML43BCuD,5,Wonderful product. Using little produces enough lather.,"['Wonderful', 'product', '.', 'Using', 'little', 'produces', 'enough', 'lather', '.']",0.2708333333333333
9696,AVph0EeEilAPnD_x9myq,5,already used earlier. good item. no issue i felt. thanks,"['already', 'used', 'earlier', '.', 'good', 'item', '.', 'issue', 'felt', '.', 'thanks']",0.3
444,AVqkIdntQMlgsOJE6fuB,5,"It's not highly perfumed, does wat an ayurvedic shampoo can do, don't expect too much, it's just a shampoo, with natural ingredients, not magic serum.","['It', ""'s"", 'highly', 'perfumed', ',', 'wat', 'ayurvedic', 'shampoo', ',', ""n't"", 'expect', 'much', ',', ""'s"", 'shampoo', ',', 'natural', 'ingredients', ',', 'magic', 'serum', '.']",0.24
777,AVpgdkC8ilAPnD_xsvyi,2,Why these products so costly and secondly delivery charges too high and how to take them not mentioned clearly very confusing,"['Why', 'products', 'costly', 'secondly', 'delivery', 'charges', 'high', 'take', 'mentioned', 'clearly', 'confusing']",-0.04666666666666666
89,AVpgdkC8ilAPnD_xsvyi,5,Undoubtedly the best cows milk we have ever tasted out of a Milk carton. Creamy and delicious.,"['Undoubtedly', 'best', 'cows', 'milk', 'ever', 'tasted', 'Milk', 'carton', '.', 'Creamy', 'delicious', '.']",1.0
684,AVzvXXwEvKc47QAVfRhx,1,The packet is torn and it seems eaten by eat. Shocked to see such poor quality check before delivery. Kindly replace or refund,"['The', 'packet', 'torn', 'seems', 'eaten', 'eat', '.', 'Shocked', 'see', 'poor', 'quality', 'check', 'delivery', '.', 'Kindly', 'replace', 'refund']",-0.1666666666666667
697,AVpgdkC8ilAPnD_xsvyi,5,Its Maggi!!..what's not to like??Got it for Rs.109 during the Great Indian Festival.The package arrived in a good condition and was delivered within 24 hours.✌,"['Its', 'Maggi', '!', '!', '..', ""'s"", 'like', '?', '?', 'Got', 'Rs.109', 'Great', 'Indian', 'Festival.The', 'package', 'arrived', 'good', 'condition', 'delivered', 'within', '24', 'hours.✌']",0.75
767,AV1YnR7wglJLPUi8IJmi,2,Free Tiffin Box not provised which was mentioned on Packed. Not expected.,"['Free', 'Tiffin', 'Box', 'provised', 'mentioned', 'Packed', '.', 'Not', 'expected', '.']",0.225
823,AVzvXXwEvKc47QAVfRhx,1,"Out 2 ine was damaged it was torm and the powder coming out of it, no return policy","['Out', '2', 'ine', 'damaged', 'torm', 'powder', 'coming', ',', 'return', 'policy']",0.0
847,AVph0EeEilAPnD_x9myq,3,"Useful energizer, mild orange flavour.","['Useful', 'energizer', ',', 'mild', 'orange', 'flavour', '.']",0.31666666666666665
853,AVqkIdntQMlgsOJE6fuB,5,Very nice quality product and quick delivery.,"['Very', 'nice', 'quality', 'product', 'quick', 'delivery', '.']",0.5566666666666666
858,AVpgdkC8ilAPnD_xsvyi,5,I'm very happy whit this prdodct Orange glocondi favour,"['I', ""'m"", 'happy', 'whit', 'prdodct', 'Orange', 'glocondi', 'favour']",0.8
862,AVpgdkC8ilAPnD_xsvyi,3,Feel artificial,"['Feel', 'artificial']",-0.6
910,AVzvXXwEvKc47QAVfRhx,5,Good product,"['Good', 'product']",0.7
949,AVpgdkC8ilAPnD_xsvyi,1,Product is not seal pack. It was already opened.,"['Product', 'seal', 'pack', '.', 'It', 'already', 'opened', '.']",0.0
1002,AV1YnR7wglJLPUi8IJmi,5,Good for summer,"['Good', 'summer']",0.7
1003,AVpgdkC8ilAPnD_xsvyi,1,Guys... pls dont buy this.. this is not original titan watches.. this is first copy watches.. the pacKaging is really bad..,"['Guys', '...', 'pls', 'dont', 'buy', '..', 'original', 'titan', 'watches', '..', 'first', 'copy', 'watches', '..', 'pacKaging', 'really', 'bad', '..']",-0.02499999999999995
1049,AVqkEM34QMlgsOJE6e8q,5,Just wowww,"['Just', 'wowww']",0.0
89,B00R60PBTC,1,Useless,['Useless'],-0.5
444,B00R60PBTC,5,Too good,"['Too', 'good']",0.7
89,B00R60PBTC,5,The tea is light in flavour but tastes good... people who prefer having strong flavour of tea will not like this...,"['The', 'tea', 'light', 'flavour', 'tastes', 'good', '...', 'people', 'prefer', 'strong', 'flavour', 'tea', 'like', '...']",0.5111111111111112
9696,B00R60PBTC,5,Excellent dilute out of premix tried till time. Good test perfect no difference found compare to daily tea prepared with tea milk sugar and masala,"['Excellent', 'dilute', 'premix', 'tried', 'till', 'time', '.', 'Good', 'test', 'perfect', 'difference', 'found', 'compare', 'daily', 'tea', 'prepared', 'tea', 'milk', 'sugar', 'masala']",0.675
9696,B00R60PBTC,5,"I love the taste of this flavour.. Easy to make, hope they bring larger packs with 100 sachets or something.","['I', 'love', 'taste', 'flavour', '..', 'Easy', 'make', ',', 'hope', 'bring', 'larger', 'packs', '100', 'sachets', 'something', '.']",0.3111111111111111
89,B00R60PBTC,3,"very light tea. At similar prices, very good flavoured tea is available. got it wrong bcoz of the brand name","['light', 'tea', '.', 'At', 'similar', 'prices', ',', 'good', 'flavoured', 'tea', 'available', '.', 'got', 'wrong', 'bcoz', 'brand', 'name']",0.2
89,B00R60PBTC,5,Good tea at a good price.,"['Good', 'tea', 'good', 'price', '.']",0.7
9696,B00R60PBTC,1,Worst Taste Ever nowhere near to my office godrej cardimon tea machine.,"['Worst', 'Taste', 'Ever', 'nowhere', 'near', 'office', 'godrej', 'cardimon', 'tea', 'machine', '.']",-0.45
1077,B00R60PBTC,2,Ok . Not a strong taste,"['Ok', '.', 'Not', 'strong', 'taste']",0.14166666666666666
1080,B00R60PBTC,5,Good packaging nice flavour,"['Good', 'packaging', 'nice', 'flavour']",0.6499999999999999
1077,B00R60PBTC,1,IT TASTES LIKE CARDAMMOM POWDER AND GINER,"['IT', 'TASTES', 'LIKE', 'CARDAMMOM', 'POWDER', 'AND', 'GINER']",0.0
1080,B00R60PBTC,1,"No scope provided, jar quotes that use of the scope provided but didnt receive any measuring scope","['No', 'scope', 'provided', ',', 'jar', 'quotes', 'use', 'scope', 'provided', 'didnt', 'receive', 'measuring', 'scope']",0.0
444,B00R60PBTC,5,Nice flavour,"['Nice', 'flavour']",0.6
777,B00R60PBTC,5,I am regular customer of society instant tea,"['I', 'regular', 'customer', 'society', 'instant', 'tea']",0.0
444,AVsRjfwAU2_QcyX9PHqe,5,Thick cow milk. Very tasty. Comparable with Amul Gold in thickness. Although this is cow milk and not buffalo milk. Tastes better than toned milk.,"['Thick', 'cow', 'milk', '.', 'Very', 'tasty', '.', 'Comparable', 'Amul', 'Gold', 'thickness', '.', 'Although', 'cow', 'milk', 'buffalo', 'milk', '.', 'Tastes', 'better', 'toned', 'milk', '.']",0.02666666666666666
444,AVqkIdntQMlgsOJE6fuB,1,Spoilt milk,"['Spoilt', 'milk']",0.0
1077,AVsRjfwAU2_QcyX9PHqe,5,Best carton milk available in market.,"['Best', 'carton', 'milk', 'available', 'market', '.']",0.7
1080,AVqkIdntQMlgsOJE6fuB,1,"Worst ghee that is coming in Market. It tastes, smells and looks like dalda. I am sure its 100% dalda","['Worst', 'ghee', 'coming', 'Market', '.', 'It', 'tastes', ',', 'smells', 'looks', 'like', 'dalda', '.', 'I', 'sure', '100', '%', 'dalda']",-0.25
1077,AVsRjfwAU2_QcyX9PHqe,5,"No matter what you think of Patanjali.But some products are just too good. The best of them is this ghee.The smell, taste and quality.","['No', 'matter', 'think', 'Patanjali.But', 'products', 'good', '.', 'The', 'best', 'ghee.The', 'smell', ',', 'taste', 'quality', '.']",0.85
1080,B00ULPQTXQ,1,I ordered amul fresh creme it was just look like this when I opened the package I didn't even used it once ...so regretful for buying this product,"['I', 'ordered', 'amul', 'fresh', 'creme', 'look', 'like', 'I', 'opened', 'package', 'I', ""n't"", 'even', 'used', '...', 'regretful', 'buying', 'product']",0.3
1077,B00ULPQTXQ,4,General product but do check the manufacturing & expiry dates.,"['General', 'product', 'check', 'manufacturing', '&', 'expiry', 'dates', '.']",0.05000000000000002
1080,B00ULPQTXQ,5,"I tried making whipping cream with it and it really turned out well, used it for cake decoration and it turned out really well 👌🏻😊","['I', 'tried', 'making', 'whipping', 'cream', 'really', 'turned', 'well', ',', 'used', 'cake', 'decoration', 'turned', 'really', 'well', '👌🏻😊']",0.2
853,B00ULPQTXQ,5,It is very good product to add creaminess and texture to add to dishes. The taste is very nice.,"['It', 'good', 'product', 'add', 'creaminess', 'texture', 'add', 'dishes', '.', 'The', 'taste', 'nice', '.']",0.6499999999999999
858,B00ULPQTXQ,4,Good and Tasty,"['Good', 'Tasty']",0.7
862,B00ULPQTXQ,5,Cool packaging and fresh product.,"['Cool', 'packaging', 'fresh', 'product', '.']",0.32499999999999996
910,B00ULPQTXQ,5,Very good product amul✔️,"['Very', 'good', 'product', 'amul✔️']",0.9099999999999999
949,B00ULPQTXQ,1,I NOT LIKED IT.,"['I', 'NOT', 'LIKED', 'IT', '.']",-0.3
1002,B00ULPQTXQ,1,"Looks like a spoiled / duplicate product , packing date is 15th May 2020 the product isn't expired one","['Looks', 'like', 'spoiled', '/', 'duplicate', 'product', ',', 'packing', 'date', '15th', 'May', '2020', 'product', ""n't"", 'expired', 'one']",0.0
